,text,,,,,,,,,,,,,,,,,,,,Neutral,Label
6052,Aaaand an Amazon seller has spectacularly fucked up an expensive delivery Jesus fucking Christ Monday What the fuck,,,,,,,,,,,,,,,,,,,,0,0
6053,Come on Amazon I chose next day delivery not next year,,,,,,,,,,,,,,,,,,,,N,1
6055,lols while browsing amazon Average delivery time is 7 to 151 days,,,,,,,,,,,,,,,,,,,,0,0
6056,Fascinating read about how Amazon s change in tax strategy puts same day delivery within reach,,,,,,,,,,,,,,,,,,,,1,1
6059,Amazon mang I needed extra on my order to get free delivery so I just bought a case of relentless lol,,,,,,,,,,,,,,,,,,,,1,1
6060,I found Right Guard deodorant stick on Amazon jp 2 3 weeks delivery I wouldn t be around myself until then,,,,,,,,,,,,,,,,,,,,1,1
6061,The only thing Argos can do that Amazon can t yet is same day collection delivery Important when the kettle breaks,,,,,,,,,,,,,,,,,,,,1,1
6065,Huh Amazon does first class delivery for free on pre orders now that s new,,,,,,,,,,,,,,,,,,,,1,1
6066,Amazon has its own delivery company now,,,,,,,,,,,,,,,,,,,,1,1
6068,If you had delivery problems sure It s the only thing why I buy in Amazon if that fails I go somewhere else,,,,,,,,,,,,,,,,,,,,N,1
6069,Amazon Logistics new delivery arm of absolute pony,,,,,,,,,,,,,,,,,,,,1,1
6070,a package was but that was amazon and not recorded delivery,,,,,,,,,,,,,,,,,,,,N,1
6071,Goddamn it Amazon DELIVERY ESTIMATE WEDNESDAY 21 AUG 2013 WEDNESDAY 25 SEP 2013 isn t an estimate at all,,,,,,,,,,,,,,,,,,,,N,1
6072,Amazon didnt muck about when they said I d get my delivery on the next working day I ordered it late Saturday night and it just arrived,,,,,,,,,,,,,,,,,,,,0,0
6074,Not impressed with so much for prime and next day delivery 2 days late,,,,,,,,,,,,,,,,,,,,0,0
6083,Love this What we love almost as much as delicious 100 natural Bai 5 FREE delivery of all 9 fruit flavors,,,,,,,,,,,,,,,,,,,,1,1
6084,What we love almost as much as delicious 100 natural Bai 5 FREE delivery of all 9 fruit flavors,,,,,,,,,,,,,,,,,,,,1,1
6091,Amazon s path to total retail domination via same day delivery  AMZN EBAY,,,,,,,,,,,,,,,,,,,,N,1
6097,Wow I just won this for free 2 Amazon Gift Card Digital Delivery,,,,,,,,,,,,,,,,,,,,1,1
6098,Amazon Your estimated delivery date is Thursday August 15 2013 Tuesday August 20 2013 Certo gi vedo il corriere il 15 asd,,,,,,,,,,,,,,,,,,,,N,1
6103,Growing 35 Monthly Instacart Introduces Express  Its Amazon Prime Equivalent For Grocery Delivery ,,,,,,,,,,,,,,,,,,,,N,1
6106,Canon EOS 40D Body Free UK Special Delivery,,,,,,,,,,,,,,,,,,,,1,1
6109,Think like Bezos think Buenos Aires Herald With the has an exclusive delivery mech,,,,,,,,,,,,,,,,,,,,N,1
6110,Free 2 Amazon Gift Card Digital Delivery Check it out,,,,,,,,,,,,,,,,,,,,1,1
6111,estimated time of delivery When I pay 12 70 2 03 p p I want it at my door now Amazon,,,,,,,,,,,,,,,,,,,,N,1
6114,smurfx can you plz follow me xxx and i got mine from amazon next day delivery,,,,,,,,,,,,,,,,,,,,N,1
6116,Cheers one sale confirmed Now if only Amazon did use Amazonian Warriors for delivery,,,,,,,,,,,,,,,,,,,,1,1
6118,thank you I have an Amazon delivery in the suitcase,,,,,,,,,,,,,,,,,,,,N,1
6123,Its my birthday next Sunday so if you order now and use free delivery with Amazon on the 3 5 day delivery deal and still make it in time,,,,,,,,,,,,,,,,,,,,1,1
6129,shipped something via usps delivery is scheduled for tomorrow what s the over under on it getting here before the week is over,,,,,,,,,,,,,,,,,,,,N,1
6131,Cheap items to add to Amazon orders to avoid delivery charges Includes Club Fever 2009 CD 40 Trac,,,,,,,,,,,,,,,,,,,,1,1
6133,LOVE Amazon express delivery,,,,,,,,,,,,,,,,,,,,1,1
6137,Wapo printing and delivery fits nicely with amazon regional distribution model or a free kindle for every sub print kaput,,,,,,,,,,,,,,,,,,,,1,1
6138,I m downloading one and buying the other on amazon No tax free delivery is a nice perk,,,,,,,,,,,,,,,,,,,,1,1
6140,I shop on b c it s cheaper quick easy and 1 2 day delivery,,,,,,,,,,,,,,,,,,,,1,1
6144,Ordered a tech book from on Aug 5 standard delivery Delivery date Aug 12 Delivered Aug 9 Kudos I like your style,,,,,,,,,,,,,,,,,,,,N,1
6147,Amazon s supersaver delivery is now only available on purchases over 10 and the product I want costs 9 70,,,,,,,,,,,,,,,,,,,,1,1
6148,Hello how would digital delivery items such as games be delivered to me Would you get the email from Amazon then send to me,,,,,,,,,,,,,,,,,,,,N,1
6156,The marketplace model at work delivery timelines for 2 consecutive purchases at India get shifted immediately post payment,,,,,,,,,,,,,,,,,,,,N,1
6157,Nah Pretty quiet Oh Amazon s boss one clicked something but he s not taking delivery for 60 90 days,,,,,,,,,,,,,,,,,,,,1,1
6160,cant believe trying to charge 1p for a bag I d rather pay half the price and get free delivery from,,,,,,,,,,,,,,,,,,,,1,1
6161,I do not appreciate amazon not sending me an email confirming my delivery I want it in writing that you have my money lol,,,,,,,,,,,,,,,,,,,,1,1
6163,amazon is also late with the delivery still waiting but they send an email that i could download the mp3 version of it yet,,,,,,,,,,,,,,,,,,,,0,0
6166,Just ordered the Harry Potter box set off amazon next day delivery,,,,,,,,,,,,,,,,,,,,N,1
6171,Amazon messed up delivery of a 1 4 classic guitar for my nephews b day Anyone any idea where I might get one locally to ta,,,,,,,,,,,,,,,,,,,,1,1
6172,Amazon messed up delivery of a 1 4 classic guitar for my nephews b day Any idea where I might get one locally to ta,,,,,,,,,,,,,,,,,,,,1,1
6174,Cheap items to add to Amazon orders to avoid delivery charges Includes Club Fever 2009 CD 40 Tracks inc Katy,,,,,,,,,,,,,,,,,,,,1,1
6175,Deal Cheap items to add to Amazon orders to avoid delivery charges Includes Club Fever 2009 CD 40,,,,,,,,,,,,,,,,,,,,1,1
6183,we need amazon grocery delivery in OK i think,,,,,,,,,,,,,,,,,,,,1,1
6185,sir I have to know the photojournalist you worked with on your Amazon delivery story,,,,,,,,,,,,,,,,,,,,N,1
6186,Ordered a Les Misrables iPod case off amazon that s being shipped from China Estimated delivery September 17th 24th,,,,,,,,,,,,,,,,,,,,N,1
6194,pretty cool Amazon India turns out to be with a delivery on Sunday,,,,,,,,,,,,,,,,,,,,1,1
6195,Wow I just won this for free GIN 14500 10 Amazon gift card fast delivery,,,,,,,,,,,,,,,,,,,,1,1
6196,How to beat Amazons new delivery charges,,,,,,,,,,,,,,,,,,,,1,1
6199,I can t wait for more companies to get on the same day 1 hour delivery bandwagon Amazon is piloting it in Seattle and,,,,,,,,,,,,,,,,,,,,1,1
6201,UK Silverline 633868 300 mm Grease Gun Delivery Tube by Silverline 666 Sales Rank,,,,,,,,,,,,,,,,,,,,0,0
6202,pay by cash on delivery @HuffingtonPost Yes you can actually buy a 4 5 million painting on Amazon ,,,,,,,,,,,,,,,,,,,,N,1
6205,Amazons delivery would no longer be free Sign Up for Discount Deals,,,,,,,,,,,,,,,,,,,,1,1
6207,I just listed Manual of High Risk Pregnancy Delivery 2nd Edition for 2 00 via ,,,,,,,,,,,,,,,,,,,,1,1
6208,Amazon UK has again failed to offer delivery to AU Never ever found an item I wanted they ll ship WHY do you like them,,,,,,,,,,,,,,,,,,,,0,0
6209,Good grief now the delivery date for my Chromecast has slipped to October  via,,,,,,,,,,,,,,,,,,,,0,0
6216,Upgrades now exactly 83 33 portfolio is NOT on amazon itunes those got only the unofficial old Eftos stopped delivery long ago,,,,,,,,,,,,,,,,,,,,1,1
6218,Wait til Amazons ops prowess same day delivery nationwide Every local shop will wish theyd shut up abt the 6,,,,,,,,,,,,,,,,,,,,N,1
6220,Good thing about the Amazon app is that there s Push notifications so I know the progress of a delivery,,,,,,,,,,,,,,,,,,,,1,1
6222,Once again OnTrac mis delivered 2 packages This time a pretty expensive delivery,,,,,,,,,,,,,,,,,,,,0,0
6223,Paid extra for guaranteed delivery through to have something Wednesday still not here on Saturday what does guaranteed mean Amazon,,,,,,,,,,,,,,,,,,,,0,0
6224,Flowers for Delivery Over 100 Blooms of Yellow Incredibly Fragrant Mini Roses Top Roses on Amazon As Seen on,,,,,,,,,,,,,,,,,,,,1,1
6226,just bought an ipad amazon better not bullshit me about the delivery date,,,,,,,,,,,,,,,,,,,,1,1
6227,you constantly impress me with your quick delivery It was even quicker than this time,,,,,,,,,,,,,,,,,,,,1,1
6228,PS4 is no longer up for day one delivery on amazon UK O lucky I pre ordered mine P,,,,,,,,,,,,,,,,,,,,1,1
6232,Just sent a really angry harsh and big worded email to some business on Amazon because my delivery still hasn t arrived after 2 weeks tw@,,,,,,,,,,,,,,,,,,,,0,0
6233,So pissed I ordered replacement RAID card from and got overnight delivery but didn t think about it being Saturday,,,,,,,,,,,,,,,,,,,,N,1
6236,Just discovered that Amazon has multiple locker delivery locations in downtown San Diego pic twitter com OBEAL9cf7K,,,,,,,,,,,,,,,,,,,,N,1
6238,Vans Men s Chauffeur Trainers Size 10 13 50 free Delivery,,,,,,,,,,,,,,,,,,,,1,1
6241,delivery New The New World Order by the slippery slope of and,,,,,,,,,,,,,,,,,,,,1,1
6243,delivery The Core of Rediscovering Authentic Unity in by,,,,,,,,,,,,,,,,,,,,1,1
6245,delivery Cosmos Creator and Human Destiny Answering and the by Gonna be great,,,,,,,,,,,,,,,,,,,,1,1
6247,just found one on amazon in the end with free delivery xx,,,,,,,,,,,,,,,,,,,,1,1
6249,Hello  you need you amazon stuff faster Sign up now and get 30 days FREE amazon two days delivery,,,,,,,,,,,,,,,,,,,,1,1
6252,LEGO Creator 6913 Blue Roadster Amazon 6 65 plus delivery RRP 9 99,,,,,,,,,,,,,,,,,,,,N,1
6254,Wow I never realized just how much my energy drinks look like poison kinda messed up my delivery Drinking them out of a glass,,,,,,,,,,,,,,,,,,,,1,1
6255,why would you guarantee delivery and then have half the items show up late Guess I won t renew my prime membership,,,,,,,,,,,,,,,,,,,,0,0
6256,Also I m kinda annoyed that Amazon still can t give an estimated ship delivery date on my SHFiguarts Sailor Moon which is now out,,,,,,,,,,,,,,,,,,,,0,0
6259,ordered a iPhone charger with 3 5 day delivery and just got a email saying it should be here on Monday wee amazon soondies,,,,,,,,,,,,,,,,,,,,N,1
6260,Love my kindle but it takes 4 hours until its half charged Hurry up amazon with my delivery Need a proper charger not a USB cable,,,,,,,,,,,,,,,,,,,,1,1
6261,Carte Noire coffee 14 40 for 6x100g free delivery at Amazon,,,,,,,,,,,,,,,,,,,,1,1
6262,Delivery from Amazon Woohoo,,,,,,,,,,,,,,,,,,,,N,1
6265,I think three amazon parcels arrived today Postman 2 delivery man 1 Might let Heidi play with them,,,,,,,,,,,,,,,,,,,,N,1
6267,Delivery from Amazon Checking these out on a 65 ST50 today Thx to for the heads up on these pic twitter com RMPPf3fbkc,,,,,,,,,,,,,,,,,,,,N,1
6270,Happy to donate one each Where to send them to Need to tell Amazon the delivery address,,,,,,,,,,,,,,,,,,,,1,1
6272,A delivery guy just delivered 2 boxes from amazon that I didn t order Almost opened them then checked w hubby he told me NOT 2 open,,,,,,,,,,,,,,,,,,,,N,1
6273,Done Now let s just hope Amazon doesn t screw this delivery up Unfortunately the 1960 s series is not published here,,,,,,,,,,,,,,,,,,,,0,0
6279,Deal LEGO Creator 6913 Blue Roadster Amazon 6 65 plus delivery RRP 9 99,,,,,,,,,,,,,,,,,,,,N,1
6281,done Amazon delivery booked for 16th x,,,,,,,,,,,,,,,,,,,,N,1
6284,I just bought Continuous Delivery Reliable Software Releases through Build Test and Deployment via ,,,,,,,,,,,,,,,,,,,,N,1
6293,Meanwhile Jeff Bezos pushing same day delivery 4 amazon the contrast RT Why McDonald s doesn t do brkfast all day ,,,,,,,,,,,,,,,,,,,,N,1
6294,Lexar 64GB Jumpdrive S73 USB 3 0 Flash Drive Memory Stick 26 98 Free Delivery at Amazon,,,,,,,,,,,,,,,,,,,,1,1
6296,Pay for next day delivery from and still doesn t arrive Thanks,,,,,,,,,,,,,,,,,,,,1,1
6297,Amazon likely have to charge sales tax no more drawback to being in state for same day delivery whose good delivering something everyday,,,,,,,,,,,,,,,,,,,,1,1
6298,Nikon Zoom Nikkor 70 200mm f 2 8 II AF S VR ED G Boxed Free UK Special Delivery,,,,,,,,,,,,,,,,,,,,1,1
6301,Something I ordered from Amazon in June with a latest delivery of 10th Aug has yet to be dispatched Annoyed is not the word What now,,,,,,,,,,,,,,,,,,,,1,1
6302,Waking up to an amazon delivery is the best way to start any day,,,,,,,,,,,,,,,,,,,,1,1
6303,Amazon Fresh same day delivery thats pretty cool,,,,,,,,,,,,,,,,,,,,1,1
6304,PRAISE FOR THE QUICK DELIVERY,,,,,,,,,,,,,,,,,,,,1,1
6307,Ha that was yodel This is Amazon Logistics who have not delivered next day at all here Always a failed delivery when Im in,,,,,,,,,,,,,,,,,,,,0,0
6310,Free delivery fr Amazon For my potter group be inspired experiment with new forms and textures pic twitter com g62amFeHi2,,,,,,,,,,,,,,,,,,,,1,1
6315,im so hyped Im expecting a delivery today DON T DISAPPOINT ME,,,,,,,,,,,,,,,,,,,,N,1
6316,Really hope my amazon delivery turns up today,,,,,,,,,,,,,,,,,,,,1,1
6317,should ditch Lasership as a delivery option or at least allow customers to approve shippers,,,,,,,,,,,,,,,,,,,,0,0
6318,wait till you hear chasing cars WOOO that s a pretty gr8 amazon delivery tbh i still need to get give up the ghost,,,,,,,,,,,,,,,,,,,,1,1
6319,So Amazon delivery expected this morn today Eagle eyes and bionic ears set to max If I dare read attempted delivery I shall destroy,,,,,,,,,,,,,,,,,,,,0,0
6324,Canon EF 70 300mm F 4 0 5 6 IS USM Lens Free UK Special Delivery,,,,,,,,,,,,,,,,,,,,1,1
6331,UK Saturday morning and my Amazon delivery has just arrived 6 minutes into the hour s window Congratulations,,,,,,,,,,,,,,,,,,,,N,1
6332,Ahh my amazon delivery is coming today I need my new speakers,,,,,,,,,,,,,,,,,,,,1,1
6336,Morning Have just pre ordered the new book on Amazon And chosen 1st class delivery It is released in October,,,,,,,,,,,,,,,,,,,,1,1
6339,Go I ordered a new pot for my coffee maker today at 4 pm and it s already shipped for delivery tomorrow or Sunday,,,,,,,,,,,,,,,,,,,,1,1
6344,Fucking last time I pay extra for next day delivery from thanks to these dipshits,,,,,,,,,,,,,,,,,,,,1,1
6347,Damn no chromecasts to be found anyway here in the US Sold out everywhere with Amazon quoting 2 months before delivery,,,,,,,,,,,,,,,,,,,,N,1
6352,Hey can you ask your delivery drivers to at least try knocking on my door before just dumping my stuff on the step and driving off,,,,,,,,,,,,,,,,,,,,0,0
6354,err What you doing up then I have an excuse I m reading a smartphone manual for my Amazon delivery 2day,,,,,,,,,,,,,,,,,,,,0,0
6357,Thank you amazon for a speedy delivery of DVDs,,,,,,,,,,,,,,,,,,,,N,1
6362,beats Amazon on promised delivery,,,,,,,,,,,,,,,,,,,,N,1
6363,Google beats Amazon on promised Chromecast delivery,,,,,,,,,,,,,,,,,,,,N,1
6364,I wanna give Emmy all of her presents today Damn u Amazon and your early delivery Gotta hold back til 8 14 Lol I don t have patience,,,,,,,,,,,,,,,,,,,,1,1
6366,Amazon I want to learn continuous delivery,,,,,,,,,,,,,,,,,,,,N,1
6367,When ordering a video game on with Prime how do you get a delivery date for the release day of said game Is that even an option,,,,,,,,,,,,,,,,,,,,0,0
6370,Amazon ups minimum spend for Super Saver Delivery to 10 in the UK but media goods are still exempt,,,,,,,,,,,,,,,,,,,,1,1
6371,Just spent the last 45 trying to find something on amazon for 3 just so I could get free delivery I need to get a grip,,,,,,,,,,,,,,,,,,,,1,1
6372,Mega hacked off with Amazon ordered something on next day delivery on Thursday Now it s coming tomorrow to my CLOSED workplace ARGH,,,,,,,,,,,,,,,,,,,,0,0
6374,yea I was thinking if it was 5 I may have done fast delivery,,,,,,,,,,,,,,,,,,,,1,1
6375,aww what you get from amazon yea It was on the free postage they wanted 21 for 1 2 day delivery for 9 worth of cables,,,,,,,,,,,,,,,,,,,,1,1
6377,Google beats Amazon on promised Chromecast delivery Puget Sound Business Journal,,,,,,,,,,,,,,,,,,,,1,1
6379,Canon EF 28mm F 1 8 USM Lens Boxed Free UK Special Delivery,,,,,,,,,,,,,,,,,,,,1,1
6383,Where the hell is my amazon delivery,,,,,,,,,,,,,,,,,,,,N,1
6384,Wow I just won this for free 3 Amazon eGift Card Fast Delivery,,,,,,,,,,,,,,,,,,,,1,1
6388,Why do people write Amazon book reviews that consist of comments upon the book s condition and the speed of its delivery,,,,,,,,,,,,,,,,,,,,N,1
6390,Amazon is taking the piss My item was out for delivery before 7am and then a first delivery attempt was made at 7 40pm LIARS,,,,,,,,,,,,,,,,,,,,1,1
6391,Jeff Bezos wants total retail domination he is going after the last mile with Amazon Fresh Same Day Delivery ,,,,,,,,,,,,,,,,,,,,1,1
6392,Amazon are Thieving robbing bastards No one order FREE delivery because they will charge you 50 onto your card,,,,,,,,,,,,,,,,,,,,1,1
6393,one day delivery my ass amazon,,,,,,,,,,,,,,,,,,,,N,1
6395,More on Amazon Prime Apparently my delivery was out from 7 40am and then a first delivery attempt was made at 8 20pm Yeah right,,,,,,,,,,,,,,,,,,,,1,1
6397,The Killer s Daughter by Vivian Oldaker  via 25 off at Amazon free delivery,,,,,,,,,,,,,,,,,,,,1,1
6398,Instant Gratification eBay Amazon and Google All Offering Same Day Delivery Apartment Therapy,,,,,,,,,,,,,,,,,,,,N,1
6401,Google Amazon Apple sigh If Amazon offered one click delivery of TSA Pre check I d have probably done it already,,,,,,,,,,,,,,,,,,,,N,1
6402,Maybe Your estimated delivery dates include Not mad Just sayin,,,,,,,,,,,,,,,,,,,,1,1
6403,I liked a video Amazon Locker Delivery,,,,,,,,,,,,,,,,,,,,1,1
6404,prime one day delivery is unreal Ordered something at 5 45pm yesterday Got it this morning That s service Salutes,,,,,,,,,,,,,,,,,,,,N,1
6406,I want my book why can t amazon do next hour delivery next day is not enough,,,,,,,,,,,,,,,,,,,,N,1
6407,Amazon have an offer on my just 10 23 with free delivery in UK,,,,,,,,,,,,,,,,,,,,1,1
6409,Awesome Friday delivery by amazon Been wanting to read this book forever So very fascinated in that,,,,,,,,,,,,,,,,,,,,1,1
6410,I just ordered the battery tool kit from Amazon est delivery is 15Aug 20Aug This sucks,,,,,,,,,,,,,,,,,,,,0,0
6411,Analyst predicts Amazon opening grocery delivery for NYC in 2014,,,,,,,,,,,,,,,,,,,,N,1
